('AMC Empire 25', 300, 'IMAX', 'USA, New York'),
('Cineplex Leipzig', 220, 'IMAX', 'Germany, Leipzig'),
('Cinemaxx Mannheim', 190, '3D', 'Germany, Mannheim'),
('UCI Kinowelt Dresden', 240, 'Standard', 'Germany, Dresden'),
('CineStar Stuttgart SI-Centrum', 290, 'IMAX', 'Germany, Stuttgart'),
('Cinemaxx Bremen', 170, 'Standard', 'Germany, Bremen'),
('Vue Cinemas Westfield London', 280, 'IMAX', 'United Kingdom, London'),
('ODEON Luxe Leicester Square', 230, 'Standard', 'United Kingdom, London'),
('Cineworld Leicester Square', 200, '3D', 'United Kingdom, London'),
('Curzon Soho', 310, '3D', 'United Kingdom, London'),
('Everyman Belsize Park', 260, 'Standard', 'United Kingdom, London'),
('Picturehouse Central', 220, 'IMAX', 'United Kingdom, London'),
('ODEON Luxe Haymarket', 190, '3D', 'United Kingdom, London'),
('BFI Southbank', 240, 'Standard', 'United Kingdom, London'),
('Cineworld Sheffield', 290, 'IMAX', 'United Kingdom, Sheffield'),
('Everyman Manchester St Johns', 170, 'Standard', 'United Kingdom, Manchester'),
('Cinesa Diagonal', 190, '3D', 'Spain, Barcelona'),
('Yelmo Cines Ideal', 220, 'Standard', 'Spain, Madrid'),
('Cine Capitol Gran Vía', 160, 'IMAX', 'Spain, Madrid'),
('Cinesa La Maquinista', 310, '3D', 'Spain, Barcelona'),
('Yelmo Cines Plaza Mayor', 260, 'Standard', 'Spain, Madrid'),
('Cine Doré', 220, 'IMAX', 'Spain, Madrid'),
('Cinesa Mendez Alvaro', 190, '3D', 'Spain, Madrid'),
('Kinépolis Ciudad de la Imagen', 240, 'Standard', 'Spain, Madrid'),
('Cinesa Heron City', 290, 'IMAX', 'Spain, Valencia'),
('Yelmo Cines Islazul', 170, 'Standard', 'Spain, Madrid'),
('Cineplex Cinemas Yonge-Dundas', 170, '3D', 'Canada, Toronto'),
('Scotiabank Theatre Vancouver', 240, 'Standard', 'Canada, Vancouver'),
('Cineplex Odeon International Village', 240, 'Standard', 'Canada, Vancouver'),
('Cineplex Cinemas Vaughan', 190, 'IMAX', 'Canada, Vaughan'),
('Cineplex Cinemas Scarborough', 220, 'Standard', 'Canada, Scarborough'),
('Scotiabank Theatre Edmonton', 160, '3D', 'Canada, Edmonton'),
('Cineplex Odeon South Edmonton Cinemas', 190, 'Standard', 'Canada, Edmonton'),
('Cineplex Cinemas Queensway', 220, 'IMAX', 'Canada, Toronto'),
('Cineplex Odeon Eglinton Town Centre Cinemas', 290, '3D', 'Canada, Scarborough'),
('Scotiabank Theatre Calgary', 170, 'Standard', 'Canada, Calgary'),
('Cinemark Downtown São Paulo', 280, 'IMAX', 'Brazil, São Paulo'),
('Kinoplex Itaim', 230, 'Standard', 'Brazil, São Paulo'),
('Playarte Bristol', 200, '3D', 'Brazil, São Paulo'),
('Cinépolis JK Iguatemi', 310, '3D', 'Brazil, São Paulo'),
('UCI Kinoplex Anália Franco', 260, 'Standard', 'Brazil, São Paulo'),
('Espaço Itaú de Cinema Augusta', 220, 'IMAX', 'Brazil, São Paulo'),
('Kinoplex Vila Olímpia', 190, '3D', 'Brazil, São Paulo'),
('Cinemark Shopping Eldorado', 240, 'Standard', 'Brazil, São Paulo'),
('UCI Kinoplex Morumbi', 290, 'IMAX', 'Brazil, São Paulo'),
('Cinépolis São Bernardo Plaza', 170, 'Standard', 'Brazil, São Bernardo do Campo'),
('PVR Select City Walk', 280, 'IMAX', 'India, New Delhi'),
('INOX Nehru Place', 230, 'Standard', 'India, New Delhi'),
('Cinepolis VIP Saket', 200, '3D', 'India, New Delhi'),
('SPI Cinemas Lulu Mall', 310, '3D', 'India, Kochi'),
('PVR Pacific Mall', 260, 'Standard', 'India, Dehradun'),
('Carnival Cinemas Rockline Mall', 220, 'IMAX', 'India, Bangalore'),
('INOX R City', 190, '3D', 'India, Mumbai'),
('PVR Orion Mall', 240, 'Standard', 'India, Bangalore'),
('SPI Cinemas Forum Vijaya Mall', 290, 'IMAX', 'India, Chennai'),
('Cinepolis AlphaOne Ahmedabad', 170, 'Standard', 'India, Ahmedabad'),
('SF World Cinema CentralWorld', 280, 'IMAX', 'Thailand, Bangkok'),
('Major Cineplex Ratchayothin', 230, 'Standard', 'Thailand, Bangkok'),
('Paragon Cineplex', 200, '3D', 'Thailand, Bangkok'),
('Esplanade Cineplex', 310, '3D', 'Thailand, Bangkok'),
('SF Cinema City MBK Center', 260, 'Standard', 'Thailand, Bangkok'),
('Major Cineplex Sukhumvit', 220, 'IMAX', 'Thailand, Bangkok'),
('EmQuartier Cineplex', 190, '3D', 'Thailand, Bangkok'),
('Major Cineplex CentralPlaza Ladprao', 240, 'Standard', 'Thailand, Bangkok'),
('SF Cinema City The Mall Bangkapi', 290, 'IMAX', 'Thailand, Bangkok'),
('Major Cineplex Big C Ratchaburi', 170, 'Standard', 'Thailand, Ratchaburi'),
('Nu Metro V&A Waterfront', 180, 'IMAX', 'South Africa, Cape Town'),
('CineCentre Suncoast', 200, 'Standard', 'South Africa, Durban'),
('Ster-Kinekor The Grove', 150, '3D', 'South Africa, Pretoria'),
('Nu Metro Emperors Palace', 310, 'IMAX', 'South Africa, Kempton Park'),
('Ster-Kinekor Kolonnade', 260, 'Standard', 'South Africa, Pretoria'),
('CineCentre Killarney Mall', 220, '3D', 'South Africa, Johannesburg'),
('Nu Metro Key West', 190, 'Standard', 'South Africa, Krugersdorp'),
('Ster-Kinekor Cresta', 240, 'IMAX', 'South Africa, Randburg'),
('CineCentre GrandWest', 290, '3D', 'South Africa, Cape Town'),
('Nu Metro Ballito Junction', 170, 'Standard', 'South Africa, Ballito'),
('Hoyts Melbourne Central', 190, '3D', 'Australia, Melbourne'),
('Event Cinemas George Street', 220, 'Standard', 'Australia, Sydney'),
('Hoyts Highpoint', 160, 'IMAX', 'Australia, Melbourne'),
('Village Cinemas Crown', 240, 'Standard', 'Australia, Melbourne'),
('Event Cinemas Chermside', 290, 'IMAX', 'Australia, Brisbane'),
('Hoyts Chadstone', 170, 'Standard', 'Australia, Melbourne'),
('Palace Cinema Como', 200, '3D', 'Australia, Melbourne'),
('Hoyts Entertainment Quarter', 240, 'Standard', 'Australia, Sydney'),
('UGC Ciné Cité Les Halles', 280, 'IMAX', 'France, Paris'),
('Gaumont Opéra', 230, 'Standard', 'France, Paris'),
('Pathé Wepler', 200, '3D', 'France, Paris'),
('MK2 Bibliothèque', 310, '3D', 'France, Paris'),
('UGC Ciné Cité Bercy', 260, 'Standard', 'France, Paris'),
('Gaumont Convention', 220, 'IMAX', 'France, Paris'),
('Pathé La Villette', 190, '3D', 'France, Paris'),
('MK2 Quai de Seine', 240, 'Standard', 'France, Paris'),
('UGC Ciné Cité La Défense', 290, 'IMAX', 'France, La Défense'),
('Pathé Boulogne', 170, 'Standard', 'France, Boulogne-Billancourt'),
('CineStar Original', 280, 'IMAX', 'Germany, Berlin'),
('UCI Kinowelt Colosseum', 230, 'Standard', 'Germany, Berlin'),
('CinemaxX Hamburg', 200, '3D', 'Germany, Hamburg'),
('Cineplex Pforzheim', 310, '3D', 'Germany, Pforzheim'),
('UCI Kinowelt Düsseldorf', 260, 'Standard', 'Germany, Düsseldorf'),
('CineStar Frankfurt Metropolis', 220, 'IMAX', 'Germany, Frankfurt'),
('CinemaxX Essen', 190, '3D', 'Germany, Essen'),
('UCI Kinowelt Bochum', 240, 'Standard', 'Germany, Bochum'),
('Cineplex Leipzig', 290, 'IMAX', 'Germany, Leipzig'),
('CinemaxX Stuttgart', 170, 'Standard', 'Germany, Stuttgart'),
('ODEON Luxe Leicester Square', 280, 'IMAX', 'UK, London'),
('Vue Cinemas Westfield', 230, 'Standard', 'UK, London'),
('Cineworld Leicester Square', 200, '3D', 'UK, London'),
('Everyman Hampstead', 310, '3D', 'UK, London'),
('Curzon Soho', 260, 'Standard', 'UK, London'),
('Picturehouse Central', 220, 'IMAX', 'UK, London'),
('ODEON Luxe Greenwich', 190, '3D', 'UK, London'),
('Empire Cinemas Walthamstow', 240, 'Standard', 'UK, London'),
('Curzon Mayfair', 290, 'IMAX', 'UK, London'),
('Cineworld Enfield', 170, 'Standard', 'UK, Enfield'),
('Cine Yelmo Plaza Norte', 280, 'IMAX', 'Spain, Madrid'),
('Cinesa Príncipe Pío', 230, 'Standard', 'Spain, Madrid'),
('Cine Doré', 200, '3D', 'Spain, Madrid'),
('Cine Capitol Gran Vía', 310, '3D', 'Spain, Madrid'),
('Cinesa Xanadú', 260, 'Standard', 'Spain, Madrid'),
('Cinesa Diagonal', 220, 'IMAX', 'Spain, Barcelona'),
('Kinépolis Ciudad de la Imagen', 190, '3D', 'Spain, Madrid'),
('Cinesa La Maquinista', 240, 'Standard', 'Spain, Barcelona'),
('Yelmo Cines Islazul', 290, 'IMAX', 'Spain, Madrid'),
('Cine Palafox', 170, 'Standard', 'Spain, Madrid'),
('Cinemark Downtown', 280, 'IMAX', 'Brazil, Rio de Janeiro'),
('Cinepolis JK Iguatemi', 230, 'Standard', 'Brazil, Sao Paulo'),
('Kinoplex Shopping Leblon', 200, '3D', 'Brazil, Rio de Janeiro'),
('Cinépolis RioMar Recife', 310, '3D', 'Brazil, Recife'),
('Cinesystem Rio Anil Shopping', 260, 'Standard', 'Brazil, Sao Luis'),
('Cinemark Shopping Eldorado', 220, 'IMAX', 'Brazil, Sao Paulo'),
('Cinépolis Iguatemi Esplanada', 190, '3D', 'Brazil, Sorocaba'),
('PVR Select City Walk', 280, 'IMAX', 'India, Delhi'),
('INOX Nehru Place', 230, 'Standard', 'India, Delhi'),
('Carnival Cinemas Ansal Plaza', 200, '3D', 'India, Delhi'),
('PVR Pacific Mall', 310, '3D', 'India, Delhi'),
('INOX Saket', 260, 'Standard', 'India, Delhi'),
('Cinepolis Unity One', 220, 'IMAX', 'India, Delhi'),
('PVR Ambience Mall', 190, '3D', 'India, Gurgaon'),
('INOX Cyber Hub', 240, 'Standard', 'India, Gurgaon'),
('Carnival Cinemas Star Mall', 290, 'IMAX', 'India, Gurgaon'),
('PVR DLF Mall of India', 170, 'Standard', 'India, Noida'),
('Ster-Kinekor Rosebank Mall', 280, 'IMAX', 'South Africa, Johannesburg'),
('Nu Metro The Glen', 230, 'Standard', 'South Africa, Johannesburg'),
('Ster-Kinekor Gateway', 200, '3D', 'South Africa, Durban'),
('Nu Metro Clearwater Mall', 310, '3D', 'South Africa, Johannesburg'),
('Ster-Kinekor Brooklyn Mall', 260, 'Standard', 'South Africa, Pretoria'),
('Nu Metro Hyde Park', 220, 'IMAX', 'South Africa, Johannesburg'),
('Ster-Kinekor Tyger Valley', 190, '3D', 'South Africa, Cape Town'),
('Nu Metro Mall of Africa', 240, 'Standard', 'South Africa, Johannesburg'),
('Ster-Kinekor Cresta', 290, 'IMAX', 'South Africa, Johannesburg'),
('Nu Metro Emperors Palace', 170, 'Standard', 'South Africa, Kempton Park'),
('Hoyts Melbourne Central', 280, 'IMAX', 'Australia, Melbourne'),
('Event Cinemas George Street', 230, 'Standard', 'Australia, Sydney'),
('Hoyts Highpoint', 200, '3D', 'Australia, Melbourne'),
('Village Cinemas Crown', 310, '3D', 'Australia, Melbourne'),
('Event Cinemas Chermside', 260, 'Standard', 'Australia, Brisbane'),
('Hoyts Chadstone', 220, 'IMAX', 'Australia, Melbourne'),
('Palace Cinema Como', 190, '3D', 'Australia, Melbourne'),
('Hoyts Entertainment Quarter', 240, 'Standard', 'Australia, Sydney'),
('Dendy Opera Quays', 290, 'IMAX', 'Australia, Sydney'),
('Village Cinemas Doncaster', 170, 'Standard', 'Australia, Melbourne'),
('Cineplex Cinemas Yonge-Dundas', 280, 'IMAX', 'Canada, Toronto'),
('Scotiabank Theatre Vancouver', 230, 'Standard', 'Canada, Vancouver'),
('Cineplex Odeon International Village', 200, '3D', 'Canada, Vancouver'),
('Cineplex Cinemas Vaughan', 310, '3D', 'Canada, Vaughan'),
('Cineplex Cinemas Scarborough', 260, 'Standard', 'Canada, Scarborough'),
('Scotiabank Theatre Edmonton', 220, 'IMAX', 'Canada, Edmonton'),
('Cineplex Odeon South Edmonton Cinemas', 190, '3D', 'Canada, Edmonton'),
('Cineplex Cinemas Queensway', 240, 'Standard', 'Canada, Toronto'),
('Cineplex Odeon Eglinton Town Centre Cinemas', 290, 'IMAX', 'Canada, Scarborough'),
('Scotiabank Theatre Calgary', 170, 'Standard', 'Canada, Calgary'),
('SM Megamall Cinema', 280, 'IMAX', 'Philippines, Mandaluyong'),
('Ayala Malls TriNoma Cinema', 230, 'Standard', 'Philippines, Quezon City'),
('SM Mall of Asia Cinema', 200, '3D', 'Philippines, Pasay'),
('Bonifacio High Street Cinema', 310, '3D', 'Philippines, Taguig'),
('Greenbelt 3 Cinema', 260, 'Standard', 'Philippines, Makati'),
('Robinsons Galleria Cinema', 220, 'IMAX', 'Philippines, Quezon City'),
('SM North EDSA Cinema', 190, '3D', 'Philippines, Quezon City'),
('Glorietta Cinema', 240, 'Standard', 'Philippines, Makati'),
('Hoyts Abasto', 280, 'IMAX', 'Argentina, Buenos Aires'),
('Cinemark Palermo', 230, 'Standard', 'Argentina, Buenos Aires'),
('Village Recoleta', 200, '3D', 'Argentina, Buenos Aires'),
('Cinema Devoto', 310, '3D', 'Argentina, Buenos Aires'),
('Cinepolis Caballito', 260, 'Standard', 'Argentina, Buenos Aires'),
('Hoyts Dot Baires', 220, 'IMAX', 'Argentina, Buenos Aires'),
('Cinemark Tortugas Mall', 190, '3D', 'Argentina, Pilar'),
('Village Avellaneda', 240, 'Standard', 'Argentina, Avellaneda'),
('Cinema Belgrano Multiplex', 290, 'IMAX', 'Argentina, Buenos Aires'),
('Cinépolis Palermo', 170, 'Standard', 'Argentina, Buenos Aires'),
('UCI Cinemas Pioltello', 280, 'IMAX', 'Italy, Milan'),
('The Space Cinema Milano Odeon', 230, 'Standard', 'Italy, Milan'),
('Cinema Palazzo del Cinema di Venezia', 200, '3D', 'Italy, Venice'),
('Multisala Barberini', 310, '3D', 'Italy, Rome'),
('UCI Cinemas Fiumara', 260, 'Standard', 'Italy, Genoa'),
('Cinema Trevi', 220, 'IMAX', 'Italy, Rome'),
('The Space Cinema Parco de Medici', 190, '3D', 'Italy, Rome'),
('UCI Cinemas Ancona', 240, 'Standard', 'Italy, Ancona'),
('Cinema Apollo', 290, 'IMAX', 'Italy, Ferrara'),
('The Space Cinema Catanzaro Lido', 170, 'Standard', 'Italy, Catanzaro'),
('Pathe De Munt', 280, 'IMAX', 'Netherlands, Amsterdam'),
('Vue Cinema Hilversum', 230, 'Standard', 'Netherlands, Hilversum'),
('CineMec Utrecht', 200, '3D', 'Netherlands, Utrecht'),
('Pathe Schouwburgplein', 310, '3D', 'Netherlands, Rotterdam'),
('Vue Cinema Eindhoven', 260, 'Standard', 'Netherlands, Eindhoven'),
('Kinepolis Breda', 220, 'IMAX', 'Netherlands, Breda'),
('Pathe Arena', 190, '3D', 'Netherlands, Amsterdam'),
('Vue Cinema Amersfoort', 240, 'Standard', 'Netherlands, Amersfoort'),
('CineCity Vlissingen', 290, 'IMAX', 'Netherlands, Vlissingen'),
('Pathe Spuimarkt', 170, 'Standard', 'Netherlands, The Hague'),
('Major Cineplex Ratchayothin', 280, 'IMAX', 'Thailand, Bangkok'),
('SF World Cinema CentralWorld', 230, 'Standard', 'Thailand, Bangkok'),
('Esplanade Cineplex', 200, '3D', 'Thailand, Bangkok'),
('Major Cineplex Sukhumvit', 310, '3D', 'Thailand, Bangkok'),
('Paragon Cineplex', 260, 'Standard', 'Thailand, Bangkok'),
('Major Cineplex Pinklao', 220, 'IMAX', 'Thailand, Bangkok'),
('SF Cinema City The Mall Bangkapi', 190, '3D', 'Thailand, Bangkok'),
('Major Cineplex Chaengwattana', 240, 'Standard', 'Thailand, Nonthaburi'),
('SF Cinema City Terminal 21', 290, 'IMAX', 'Thailand, Bangkok'),
('Major Cineplex Rangsit', 170, 'Standard', 'Thailand, Pathum Thani'),
('Nu Metro V&A Waterfront', 280, 'IMAX', 'South Africa, Cape Town'),
('Ster-Kinekor Irene Mall', 230, 'Standard', 'South Africa, Centurion'),
('Nu Metro Emperors Palace', 200, '3D', 'South Africa, Kempton Park'),
('Ster-Kinekor Blue Route Mall', 310, '3D', 'South Africa, Cape Town'),
('Nu Metro Galleria', 260, 'Standard', 'South Africa, Amanzimtoti'),
('Ster-Kinekor Sandton City', 220, 'IMAX', 'South Africa, Johannesburg'),
('Nu Metro Menlyn Park', 190, '3D', 'South Africa, Pretoria'),
('Ster-Kinekor Mall of Africa', 240, 'Standard', 'South Africa, Johannesburg'),
('Nu Metro Boardwalk', 290, 'IMAX', 'South Africa, Port Elizabeth'),
('Ster-Kinekor Cresta', 170, 'Standard', 'South Africa, Johannesburg'),
('Cinemark Mall Plaza Vespucio', 280, 'IMAX', 'Chile, Santiago'),
('Hoyts La Reina', 230, 'Standard', 'Chile, Santiago'),
('Cineplanet Costanera Center', 200, '3D', 'Chile, Santiago'),
('Cinépolis Plaza Oeste', 310, '3D', 'Chile, Santiago'),
('Cinemark Alto Las Condes', 260, 'Standard', 'Chile, Santiago'),
('Hoyts Arauco Maipú', 220, 'IMAX', 'Chile, Santiago'),
('Cineplanet Florida Center', 190, '3D', 'Chile, Santiago'),
('Cinépolis Easton Outlet Mall', 240, 'Standard', 'Chile, Quilicura'),
('Cinemark Mall Plaza Norte', 290, 'IMAX', 'Chile, Huechuraba'),
('Hoyts Plaza Sur', 170, 'Standard', 'Chile, San Bernardo'),
('CGV Grand Indonesia', 280, 'IMAX', 'Indonesia, Jakarta'),
('XXI Mall of Indonesia', 230, 'Standard', 'Indonesia, Jakarta'),
('CGV Pacific Place', 200, '3D', 'Indonesia, Jakarta'),
('XXI Plaza Senayan', 310, '3D', 'Indonesia, Jakarta'),
('CGV Transmart Cilandak', 260, 'Standard', 'Indonesia, Jakarta'),
('XXI Pondok Indah Mall', 220, 'IMAX', 'Indonesia, Jakarta'),
('CGV Central Park', 190, '3D', 'Indonesia, Jakarta'),
('XXI Gandaria City', 240, 'Standard', 'Indonesia, Jakarta'),
('CGV Mall Kelapa Gading', 290, 'IMAX', 'Indonesia, Jakarta'),
('XXI Summarecon Mal Serpong', 170, 'Standard', 'Indonesia, Tangerang'),
('Cinemaximum Kanyon', 280, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum Citys Nişantaşı', 230, 'Standard', 'Turkey, Istanbul'),
('Cinemaximum Trump Towers', 200, '3D', 'Turkey, Istanbul'),
('Cinemaximum Akasya', 310, '3D', 'Turkey, Istanbul'),
('Cinemaximum Marmara Forum', 260, 'Standard', 'Turkey, Istanbul'),
('Cinemaximum İstinye Park', 220, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum Emaar Square Mall', 190, '3D', 'Turkey, Istanbul'),
('Cinemaximum Palladium', 240, 'Standard', 'Turkey, Istanbul'),
('Cinemaximum MetroCity', 290, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum Capacity', 170, 'Standard', 'Turkey, Istanbul'),
('CGV Vincom Dong Khoi', 280, 'IMAX', 'Vietnam, Ho Chi Minh City'),
('Lotte Cinema Cantavil', 230, 'Standard', 'Vietnam, Ho Chi Minh City'),
('BHD Star Vincom Thao Dien', 200, '3D', 'Vietnam, Ho Chi Minh City'),
('CGV Vincom Bà Triệu', 310, '3D', 'Vietnam, Hanoi'),
('Lotte Cinema Nowzone', 260, 'Standard', 'Vietnam, Ho Chi Minh City'),
('BHD Star Vincom Nguyen Chi Thanh', 220, 'IMAX', 'Vietnam, Hanoi'),
('CGV Vincom Nguyen Chi Thanh', 190, '3D', 'Vietnam, Hanoi'),
('Lotte Cinema Royal City', 240, 'Standard', 'Vietnam, Hanoi'),
('BHD Star Bitexco Financial Tower', 290, 'IMAX', 'Vietnam, Ho Chi Minh City'),
('CGV Vincom Mega Mall Thao Dien', 170, 'Standard', 'Vietnam, Ho Chi Minh City'),
('Cinepolis Perisur', 280, 'IMAX', 'Mexico, Mexico City'),
('Cinemex Antara', 230, 'Standard', 'Mexico, Mexico City'),
('Cinepolis Universidad', 200, '3D', 'Mexico, Mexico City'),
('Cinemex Reforma', 310, '3D', 'Mexico, Mexico City'),
('Cinepolis Oasis Coyoacán', 260, 'Standard', 'Mexico, Mexico City'),
('Cinemex Polanco', 220, 'IMAX', 'Mexico, Mexico City'),
('Cinepolis Plaza Satelite', 190, '3D', 'Mexico, Naucalpan'),
('Cinemex Mundo E', 240, 'Standard', 'Mexico, Tlalnepantla'),
('Cinepolis Galerias Atizapan', 290, 'IMAX', 'Mexico, Atizapan'),
('Cinemex Toreo', 170, 'Standard', 'Mexico, Naucalpan'),
('Cinema Park Mega Khimki', 280, 'IMAX', 'Russia, Khimki'),
('Formula Kino Gorizont', 230, 'Standard', 'Russia, Moscow'),
('Kinomax Kashirskaya Plaza', 200, '3D', 'Russia, Moscow'),
('Cinema Star Mega Belaya Dacha', 310, '3D', 'Russia, Kotelniki'),
('Luxor Cinema', 260, 'Standard', 'Russia, St. Petersburg'),
('Cinema Park Leto Mall', 220, 'IMAX', 'Russia, St. Petersburg'),
('Kinomax Mega Parnas', 190, '3D', 'Russia, St. Petersburg'),
('Cinema Star Metropolis', 240, 'Standard', 'Russia, Moscow'),
('Formula Kino Europa City Mall', 290, 'IMAX', 'Russia, Moscow'),
('Cinema Park Krasnaya Presnya', 170, 'Standard', 'Russia, Moscow'),
('Filmstaden Sergel', 280, 'IMAX', 'Sweden, Stockholm'),
('SF Bio Malmö', 230, 'Standard', 'Sweden, Malmö'),
('Cinema Spegeln', 200, '3D', 'Sweden, Malmö'),
('Filmstaden Scandinavia', 310, '3D', 'Sweden, Stockholm'),
('SF Bio Göteborg', 260, 'Standard', 'Sweden, Gothenburg'),
('Cinema Riverside', 220, 'IMAX', 'Sweden, Helsingborg'),
('Filmstaden Uppsala', 190, '3D', 'Sweden, Uppsala'),
('SF Bio Norrköping', 240, 'Standard', 'Sweden, Norrköping'),
('Cinema Royal Lund', 290, 'IMAX', 'Sweden, Lund'),
('Filmstaden Västerås', 170, 'Standard', 'Sweden, Västerås'),
('Golden Village VivoCity', 280, 'IMAX', 'Singapore, Singapore'),
('Cathay Cineplex Cineleisure Orchard', 230, 'Standard', 'Singapore, Singapore'),
('Shaw Theatres NEX', 200, '3D', 'Singapore, Singapore'),
('Filmgarde Bugis+', 310, '3D', 'Singapore, Singapore'),
('Golden Village Suntec City', 260, 'Standard', 'Singapore, Singapore'),
('Cathay Cineplex AMK Hub', 220, 'IMAX', 'Singapore, Singapore'),
('Shaw Theatres JCube', 190, '3D', 'Singapore, Singapore'),
('Golden Village Plaza Singapura', 240, 'Standard', 'Singapore, Singapore'),
('Cathay Cineplex Causeway Point', 290, 'IMAX', 'Singapore, Singapore'),
('Shaw Theatres Waterway Point', 170, 'Standard', 'Singapore, Punggol'),
('Cine Colombia Andino', 280, 'IMAX', 'Colombia, Bogotá'),
('Procinal Mayorca Mega Plaza', 230, 'Standard', 'Colombia, Medellín'),
('Cinepolis Unicentro', 200, '3D', 'Colombia, Cali'),
('Royal Films Buenavista', 310, '3D', 'Colombia, Cartagena'),
('Procinal Puerta del Norte', 260, 'Standard', 'Colombia, Bello'),
('Cine Colombia Titan Plaza', 220, 'IMAX', 'Colombia, Bogotá'),
('Cinepolis Cosmocentro', 190, '3D', 'Colombia, Cali'),
('Royal Films Santafé', 240, 'Standard', 'Colombia, Bogotá'),
('Procinal La Central', 290, 'IMAX', 'Colombia, Medellín'),
('Cine Colombia Gran Estación', 170, 'Standard', 'Colombia, Bogotá'),
('Multikino Złote Tarasy', 280, 'IMAX', 'Poland, Warsaw'),
('Cinema City Arkadia', 230, 'Standard', 'Poland, Warsaw'),
('Multikino Wola Park', 200, '3D', 'Poland, Warsaw'),
('Cinema City Galeria Mokotów', 310, '3D', 'Poland, Warsaw'),
('Multikino Kraków Plaza', 260, 'Standard', 'Poland, Kraków'),
('Cinema City Bonarka', 220, 'IMAX', 'Poland, Kraków'),
('Multikino Poznań Malta', 190, '3D', 'Poland, Poznań'),
('Cinema City Manufaktura', 240, 'Standard', 'Poland, Łódź'),
('Multikino Gdańsk', 290, 'IMAX', 'Poland, Gdańsk'),
('Cinema City Silesia City Center', 170, 'Standard', 'Poland, Katowice'),
('Kinepolis Brussels', 280, 'IMAX', 'Belgium, Brussels'),
('UGC De Brouckère', 230, 'Standard', 'Belgium, Brussels'),
('Cinema Palace', 200, '3D', 'Belgium, Brussels'),
('Kinepolis Antwerp', 310, '3D', 'Belgium, Antwerp'),
('UGC Toison d''Or', 260, 'Standard', 'Belgium, Brussels'),
('Cinema Galeries', 220, 'IMAX', 'Belgium, Brussels'),
('Kinepolis Liège', 190, '3D', 'Belgium, Liège'),
('UGC Cinema de Brouckère', 240, 'Standard', 'Belgium, Brussels'),
('Cinema Aventure', 290, 'IMAX', 'Belgium, Brussels'),
('Kinepolis Brugge', 170, 'Standard', 'Belgium, Brugge'),
('GSC Mid Valley Megamall', 280, 'IMAX', 'Malaysia, Kuala Lumpur'),
('TGV Cinemas Sunway Pyramid', 230, 'Standard', 'Malaysia, Petaling Jaya'),
('MBO Cinemas Kepong Village Mall', 200, '3D', 'Malaysia, Kuala Lumpur'),
('mmCineplexes City Square JB', 310, '3D', 'Malaysia, Johor Bahru'),
('GSC Pavilion KL', 260, 'Standard', 'Malaysia, Kuala Lumpur'),
('TGV Cinemas One Utama', 220, 'IMAX', 'Malaysia, Petaling Jaya'),
('MBO Cinemas Setapak Central', 190, '3D', 'Malaysia, Kuala Lumpur'),
('mmCineplexes Dpulze Cyberjaya', 240, 'Standard', 'Malaysia, Cyberjaya'),
('GSC Gurney Plaza', 290, 'IMAX', 'Malaysia, Penang'),
('TGV Cinemas Bukit Tinggi Klang', 170, 'Standard', 'Malaysia, Klang'),
('Pathé Beaugrenelle', 280, 'IMAX', 'France, Paris'),
('Gaumont Opéra', 230, 'Standard', 'France, Paris'),
('UGC Ciné Cité La Défense', 200, '3D', 'France, Puteaux'),
('MK2 Bibliothèque', 310, '3D', 'France, Paris'),
('Pathé Boulogne', 260, 'Standard', 'France, Boulogne-Billancourt'),
('Gaumont Parnasse', 220, 'IMAX', 'France, Paris'),
('UGC Ciné Cité Bercy', 190, '3D', 'France, Paris'),
('Méga CGR Évry', 240, 'Standard', 'France, Évry'),
('Kinépolis Lomme', 290, 'IMAX', 'France, Lomme'),
('Pathé Levallois', 170, 'Standard', 'France, Levallois-Perret'),
('CineStar Sony Center', 280, 'IMAX', 'Germany, Berlin'),
('UCI Kinowelt Colosseum', 230, 'Standard', 'Germany, Berlin'),
('CinemaxX Hamburg Dammtor', 200, '3D', 'Germany, Hamburg'),
('Cineplex Mannheim', 310, '3D', 'Germany, Mannheim'),
('UCI Kinowelt Düsseldorf', 260, 'Standard', 'Germany, Düsseldorf'),
('CineStar Frankfurt am Main', 220, 'IMAX', 'Germany, Frankfurt'),
('CinemaxX Stuttgart SI-Centrum', 190, '3D', 'Germany, Stuttgart'),
('UCI Kinowelt Bochum', 240, 'Standard', 'Germany, Bochum'),
('Cinecittà Nürnberg', 290, 'IMAX', 'Germany, Nürnberg'),
('CinemaxX Essen', 170, 'Standard', 'Germany, Essen'),
('TOHO Cinemas Roppongi Hills', 280, 'IMAX', 'Japan, Tokyo'),
('Toei Uzumasa Eigamura', 230, 'Standard', 'Japan, Kyoto'),
('United Cinemas Canal City 13', 200, '3D', 'Japan, Fukuoka'),
('109 Cinemas Grandberry Mall', 310, '3D', 'Japan, Tokyo'),
('Aeon Cinema Itami', 260, 'Standard', 'Japan, Itami'),
('T Joy Hakata', 220, 'IMAX', 'Japan, Fukuoka'),
('T Joy Kyoto', 190, '3D', 'Japan, Kyoto'),
